team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
6,OpTic Texas,TX,9,Florida Mutineers,FLA,8803,1684614600,1665871319,3,0,6,9,20207,Zarqwa Hydroelectric,CDL Hardpoint,250,222,6,9,42,Anthony,Cuevas-Castro,Shotzzy,Zarqwa Hydroelectric,CDL Hardpoint,42,179.0067596,7,13,5,14,14,111,27,18,7,4460,22,5,2949,0,68988.71094,,,,,66,2,0,0,4,1.5
,,,,,,,,,,,,,20208,Al Bagra Fortress,CDL SnD,6,4,6,9,51,Cuyler,Garland,Huke,Zarqwa Hydroelectric,CDL Hardpoint,51,194.7030182,3,19,6,21,19,135,21,25,10,3115,14,7,2295,2,69504.32813,,,,,29,3,0,0,1,0.84
,,,,,,,,,,,,,20209,Himmelmatt Expo,CDL Control,3,2,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,20210,Al Bagra Fortress,CDL Hardpoint,,,,,98,Brandon,Otell,Dashy,Zarqwa Hydroelectric,CDL Hardpoint,98,166.8278809,4,9,10,11,11,0,27,19,11,4665,20,7,3827,2,59310.98828,,,,,69,3,0,0,6,1.42
,,,,,,,,,,,,,20211,Mercado Las Almas,CDL SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,572,Daniel,Rothe,Ghosty,Zarqwa Hydroelectric,CDL Hardpoint,572,163.168457,3,10,7,16,15,0,17,17,11,4095,11,6,2576,4,64934.75781,,,,,93,1,0,0,3,1
,,,,,,,,,,,,,,,,,,,,49,Carson,Newberry,Brack,Al Bagra Fortress,CDL SnD,42,67.89221954,6,5,0,10,9,54,13,6,0,1350,9,1,1552,0,38239.00781,,0,0,0,,,0,5,0,2.17
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,51,63.28068542,4,4,3,8,4,47,5,8,4,625,4,0,897,85,34427.15625,,0,0,0,,,0,1,0,0.63
,,,,,,,,,,,,,,,,,,,,269,Tyler,Johnson,FeLo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,429,Kenyen,Sutton,Capsidal,Al Bagra Fortress,CDL SnD,98,92.77583313,5,2,1,10,10,55,9,4,4,1045,7,1,1145,82,50569.59375,,0,0,0,,,0,1,0,2.25
,,,,,,,,,,,,,,,,,,,,530,Javier,Milagro,Vikul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,572,77.25589752,1,5,0,10,10,2,2,6,4,545,1,0,722,0,41879.67969,,2,0,0,,,0,1,0,0.33
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,42,194.5618896,6,18,5,17,11,143,34,23,5,4050,28,6,4158,0,108716.4219,2,,,,,,0,1,0,1.48
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,51,206.7627106,5,17,6,19,14,167,25,23,6,3200,18,7,3142,44,114223.4141,7,,,,,,0,1,0,1.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,98,172.9128418,7,16,4,12,7,0,31,20,4,3330,26,5,3569,30,93985.78125,4,,,,,,0,1,0,1.55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,572,166.1363068,4,15,3,15,15,0,21,18,5,2760,18,3,2625,73,95420.09375,4,,,,,,0,0,0,1.17
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,49,174.7435455,6,14,5,17,14,0,20,19,8,2830,13,7,2229,182,72090.28906,,,,,52,1,0,0,6,1.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,269,169.5202179,4,15,7,16,15,0,18,22,9,4260,15,3,2732,74,62562.33594,,,,,93,4,0,0,2,0.82
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,429,210.3771362,3,18,8,16,16,80,18,26,8,3485,10,8,2196,38,75197.32031,,,,,51,4,0,2,4,0.69
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,530,208.1822968,4,20,5,9,11,89,23,25,7,3815,13,10,2633,1,81184.48438,,,,,44,0,0,0,3,0.92
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,49,90.52443695,3,3,0,10,9,68,7,7,0,725,4,0,1008,30,52453.32031,,0,0,0,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,269,57.23633957,2,6,1,10,10,0,4,8,1,485,2,2,722,133,31004.37891,,1,0,0,,,0,0,0,0.5
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,429,73.35353088,3,6,0,9,8,81,9,6,2,1385,6,2,1208,0,42635.21484,,1,0,0,,,0,2,0,1.5
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,530,46.78725433,2,6,1,2,4,48,4,8,1,555,4,0,598,0,27873.11133,,1,0,0,,,0,0,0,0.5
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,49,217.0110931,3,19,6,23,15,0,24,25,3,3000,18,6,2575,1,117854.3984,5,,,,,,0,1,0,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,269,186.5895233,3,24,4,16,14,0,15,28,7,1945,14,1,2426,0,102478.1406,1,,,,,,0,0,0,0.54
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,429,207.9412231,4,21,8,13,8,157,22,29,3,2775,19,3,3090,78,109870.5313,3,,,,,,0,1,0,0.76
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,530,214.7931671,6,26,3,16,8,141,23,29,5,2675,15,8,3050,0,113288.4922,1,,,,,,0,0,0,0.79
team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
16,Seattle Surge,SEA,11,Los Angeles Guerrillas,LAG,8658,1670027400,1664399847,2,3,11,16,19527,Al Bagra Fortress,CDL Hardpoint,250,126,16,11,66,Lamar,Abedi,Accuracy,Al Bagra Fortress,CDL Hardpoint,66,145.1390991,5,12,3,7,8,0,21,15,2,3055,16,5,2478,92,39689.54688,,,,,58,0,0,0,3,1.4
,,,,,,,,,,,,,19528,Al Bagra Fortress,CDL SnD,5,6,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,19529,Breenbergh Hotel,CDL Control,2,3,11,16,225,Makenzie,Kelley,Mack,Al Bagra Fortress,CDL Hardpoint,225,148.2008972,3,12,3,8,5,0,13,15,3,2885,8,5,1331,0,39874.74219,,,,,112,1,0,0,5,0.87
,,,,,,,,,,,,,19530,Breenbergh Hotel,CDL Hardpoint,250,91,16,11,268,Daunte,Gray,Sib,Al Bagra Fortress,CDL Hardpoint,268,108.9488831,8,5,5,6,8,37,24,10,6,4110,18,6,3014,1,30179.33594,,,,,81,1,0,0,3,2.4
,,,,,,,,,,,,,19531,Breenbergh Hotel,CDL SnD,2,6,11,16,425,Amer,Zulbeari,Pred,Al Bagra Fortress,CDL Hardpoint,425,172.5778961,5,12,5,3,5,48,22,17,4,2535,18,4,2732,0,42485.50781,,,,,6,0,0,0,4,1.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,51,Cuyler,Garland,Huke,Al Bagra Fortress,CDL SnD,66,59.15427399,2,4,3,10,7,29,4,8,6,800,3,0,1366,33,30140.6543,,1,0,0,,,0,1,0,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,112,Alec,Sanderson,Arcitys,Al Bagra Fortress,CDL SnD,225,62.08517838,4,7,0,10,6,8,8,8,0,900,4,2,924,0,30668.48633,,3,0,0,,,1,2,0,1
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,268,85.68870544,5,3,0,11,9,106,16,7,0,1400,14,0,2094,51,40964.90234,,0,0,0,,,0,1,0,2.29
,,,,,,,,,,,,,,,,,,,,222,Kristopher,Cervantez,Spart,Al Bagra Fortress,CDL SnD,425,66.68817902,2,8,1,8,5,16,6,9,2,600,5,1,652,1,31858.39453,,0,0,0,,,0,0,0,0.67
,,,,,,,,,,,,,,,,,,,,266,Travis,McCloud,Neptune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,66,166.3468018,2,19,6,18,13,0,16,25,10,2625,10,6,2540,31,70922.47656,8,,,,,,0,0,0,0.64
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,0,NaN
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,268,164.0003967,5,15,6,11,10,180,35,21,8,4000,28,7,3835,1,73295.91406,0,,,,,,0,1,0,1.67
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,0,NaN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,66,150.778595,4,8,7,9,9,0,14,15,11,3685,8,6,1908,0,35454.87109,,,,,106,2,0,0,2,0.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,225,177.2916107,3,11,4,10,12,0,13,15,6,2240,8,5,1697,1,45534.89844,,,,,29,3,0,0,5,0.87
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,268,122.9165726,6,6,6,7,9,54,30,12,7,4810,26,4,3011,0,29219.95313,,,,,92,2,0,0,2,2.5
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,425,170.8728943,5,7,4,2,1,73,22,11,4,3195,18,4,2366,0,45614.63672,,,,,43,0,0,1,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,66,64.42890167,3,2,2,6,3,30,8,6,1,725,6,1,946,0,24607.66992,,0,0,0,,,0,1,0,1.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,225,95.22447968,1,4,2,7,2,31,1,7,2,150,1,0,232,0,34890.69141,,0,0,0,,,0,0,0,0.14
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,268,95.37506104,2,6,1,8,2,23,3,7,1,425,3,0,525,0,32475.62305,,1,0,0,,,0,1,0,0.43
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,425,122.1883698,3,3,1,6,3,61,5,7,3,525,3,1,842,1,45801.48828,,0,0,0,,,0,0,0,0.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,51,177.5196838,2,17,3,7,4,63,12,20,5,2700,10,2,1665,0,46643.47266,,,,,70,1,0,0,3,0.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,112,164.5948181,4,13,8,10,9,0,15,21,7,2530,10,5,1832,70,39738.19531,,,,,28,0,0,0,2,0.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,222,185.846756,3,17,3,8,9,0,15,20,2,2185,10,5,1808,30,46202.1875,,,,,36,0,0,1,4,0.75
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,266,189.313736,4,13,6,8,4,36,15,19,2,1625,11,4,1657,1,46665.84375,,,,,0,0,0,0,4,0.79
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,51,80.64447021,2,8,1,8,7,59,6,10,5,925,6,0,1153,34,36588.66797,,0,0,0,,,0,1,0,0.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,112,93.06365204,3,5,1,10,9,69,12,7,2,925,6,2,1637,1,45638.375,,0,0,0,,,0,2,0,1.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,222,73.88085938,2,7,0,11,11,0,6,8,0,800,4,1,707,38,34495.01953,,1,1,0,,,0,1,0,0.75
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,266,89.20696259,2,6,1,10,6,27,8,9,1,1100,6,1,1057,2,42017.41016,,3,0,0,,,0,3,0,0.89
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,51,211.8800354,4,21,4,13,7,149,33,25,4,3975,26,7,3509,0,101072.5703,7,,,,,,0,0,0,1.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,0,NaN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,222,166.7477722,5,17,4,10,15,0,20,20,7,2875,16,4,2496,91,73378.84375,11,,,,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,NaN
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,51,193.6818237,3,16,4,3,3,50,16,20,5,2745,10,6,1901,0,45345.73047,,,,,27,3,0,0,5,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,112,181.0362854,3,15,2,7,6,0,16,17,2,2845,10,6,1851,0,43313.125,,,,,57,2,0,0,3,0.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,222,204.4635925,2,14,7,4,6,0,9,21,6,1790,5,4,1263,0,48482.01563,,,,,24,2,0,0,1,0.43
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,266,190.1928406,3,15,6,7,7,22,12,21,6,1665,7,5,1416,0,44114.01563,,,,,19,1,0,0,2,0.57
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,51,105.8003845,2,5,0,5,4,43,8,5,0,700,3,3,717,0,39998.66797,,0,0,0,,,0,3,0,1.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,112,120.9346313,4,4,0,8,7,42,7,4,2,875,4,2,854,0,41166.42188,,0,1,0,,,0,3,0,1.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,222,113.9097672,3,3,1,6,7,0,4,5,2,250,2,0,729,0,37816.01563,,0,0,0,,,0,0,0,0.8
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,266,137.1889954,3,1,1,5,6,45,8,3,1,1125,6,1,1008,0,47918.01172,,2,0,0,,,0,0,0,2.67
team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
138,Boston Breach,BOS,16,Seattle Surge,SEA,8660,1670108400,1664399847,3,1,138,16,19537,Breenbergh Hotel,CDL Hardpoint,250,233,138,16,54,Anthony,Zinni,Methodz,Breenbergh Hotel,CDL Hardpoint,54,143.6802216,3,12,5,14,14,0,15,17,6,4135,11,4,1649,20,49198.15625,,,,,166,15,0,0,2,0.88
,,,,,,,,,,,,,19538,Al Bagra Fortress,CDL SnD,6,4,138,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,19539,Breenbergh Hotel,CDL Control,1,3,16,138,223,Reece,Drost,Vivid,Breenbergh Hotel,CDL Hardpoint,223,194.4037018,5,18,8,9,15,70,20,26,5,3480,12,8,2273,0,65228.09766,,,,,64,10,0,0,6,0.77
,,,,,,,,,,,,,19540,Embassy,CDL Hardpoint,250,175,138,16,227,Joseph,Conley,Owakening,Breenbergh Hotel,CDL Hardpoint,227,180.4497833,5,15,8,3,9,0,32,23,8,4125,26,6,4091,29,60064.98438,,,,,15,2,0,0,7,1.39
,,,,,,,,,,,,,19541,El Asilo,CDL SnD,,,,,430,Dylan,Koch,Nero,Breenbergh Hotel,CDL Hardpoint,430,205.0853119,4,18,7,9,13,96,29,25,5,4355,18,11,3054,0,65220.88672,,,,,38,6,0,0,8,1.16
,,,,,,,,,,,,,,,,,,,,66,Lamar,Abedi,Accuracy,Al Bagra Fortress,CDL SnD,54,54.8543396,2,4,2,8,7,0,4,6,2,400,2,1,876,0,25552.83984,,0,0,0,,,0,0,0,0.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,225,Makenzie,Kelley,Mack,Al Bagra Fortress,CDL SnD,223,65.7720871,2,5,1,8,8,0,8,7,0,1100,6,2,952,0,31362.52539,,1,0,0,,,0,1,0,1.14
,,,,,,,,,,,,,,,,,,,,268,Daunte,Gray,Sib,Al Bagra Fortress,CDL SnD,227,56.63683701,4,5,0,4,6,39,12,7,1,1050,6,4,1393,0,25187.0918,,0,0,0,,,0,2,0,1.71
,,,,,,,,,,,,,,,,,,,,425,Amer,Zulbeari,Pred,Al Bagra Fortress,CDL SnD,430,79.33476257,6,4,1,7,5,35,10,6,1,1400,6,2,1383,0,37095.96094,,3,0,0,,,0,0,0,1.67
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,54,168.8050995,7,16,2,14,16,0,25,18,1,3025,22,2,2956,89,72026.99219,7,,,,,,0,0,0,1.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,223,185.8899841,4,20,6,10,13,96,30,26,2,3425,24,6,3847,1,76392.42969,3,,,,,,0,0,0,1.15
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,227,205.3018646,2,19,6,2,4,0,11,25,5,1325,8,3,1537,0,85003.79688,0,,,,,,0,1,0,0.44
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,430,207.5983276,4,25,6,9,11,102,27,31,7,3350,14,13,3991,0,84780.90625,4,,,,,,0,1,0,0.87
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,54,164.4468231,4,15,9,17,16,0,28,23,7,3820,19,9,3785,105,59680.65234,,,,,47,1,0,0,7,1.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,223,180.2899017,5,18,9,14,18,109,30,27,10,4870,22,8,3157,1,65877.50781,,,,,52,5,0,0,5,1.11
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,227,152.0532074,4,9,8,3,10,0,30,17,7,5670,23,7,2934,60,57068.91406,,,,,138,2,0,0,6,1.76
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,430,200.0015259,4,18,10,9,14,104,25,28,13,4390,19,6,3196,1,66234.875,,,,,55,1,0,0,5,0.89
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,66,174.9159851,5,19,5,12,8,0,22,24,7,4850,14,8,2545,45,56302.07813,,,,,140,15,0,1,5,0.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,225,174.8170166,3,15,6,13,9,0,24,21,4,4095,16,8,2439,100,57338.94531,,,,,72,9,0,0,3,1.14
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,268,182.5430603,4,16,6,12,14,65,25,22,10,4025,19,6,3315,0,56623.125,,,,,50,2,0,0,3,1.14
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,425,212.6080475,5,17,12,9,4,76,20,29,11,2655,14,6,3177,1,64611.23438,,,,,13,3,0,0,7,0.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,66,55.64292145,2,6,3,6,7,50,3,9,2,375,2,0,639,4,26137.19336,,1,0,0,,,0,0,0,0.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,225,75.99015045,4,8,0,10,7,23,6,9,1,775,5,0,923,40,35756.60938,,2,0,0,,,1,2,0,0.67
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,268,64.03181458,1,4,3,10,4,30,6,10,1,600,3,3,921,13,30853.07227,,0,0,0,,,0,1,0,0.6
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,425,79.19211578,6,2,3,6,5,38,11,6,2,975,8,1,1258,0,38490.36328,,0,0,0,,,1,4,0,1.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,66,160.6861572,4,14,5,12,11,0,25,19,3,3025,23,2,2853,69,68876.88281,5,,,,,,0,0,0,1.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,225,188.5312042,7,17,4,15,12,53,28,21,4,3075,23,5,3438,2,76624.21094,6,,,,,,0,1,0,1.33
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,268,174.8386383,3,17,8,15,16,99,21,25,9,2650,17,4,3095,85,70538.39844,2,,,,,,0,1,0,0.84
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,425,210.5235596,4,20,7,10,10,123,26,28,7,3125,17,9,3066,0,85140.48438,5,,,,,,0,0,0,0.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,66,156.9185028,2,21,10,7,10,0,15,31,8,3015,6,9,1925,72,50690.375,,,,,54,3,0,0,1,0.48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,225,162.6008301,3,17,5,9,12,0,27,22,6,4500,18,9,3055,0,52676.94531,,,,,90,2,0,0,6,1.23
