team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Control,94,194.4814911,4,17,7,16,15,111,29,24,8,3650,19,10,3702,1,79279.73438,0,,,,,,0,2,0,1.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Control,99,143.8982849,5,16,6,24,20,0,29,22,8,3475,20,9,3618,101,61162.78516,1,,,,,,0,0,0,1.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,35,170.558075,6,13,6,17,16,15,22,18,9,3475,18,4,2416,171,53317.4375,,,,,30,1,0,0,2,1.22
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,37,205.4758606,3,18,5,6,14,52,21,23,3,3155,14,7,2434,87,61420.23047,,,,,43,5,0,0,1,0.91
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,94,187.3911896,2,12,9,7,13,47,11,21,7,2660,9,2,1505,85,57044.74609,,,,,66,2,0,0,0,0.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,99,172.0901794,3,16,6,20,16,0,20,22,8,2975,13,7,2554,1,55430.44531,,,,,35,0,0,0,1,0.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL SnD,35,86.32766724,5,3,1,6,7,52,9,4,1,975,7,1,1000,1,35842.37891,,0,0,0,,,0,1,0,2.25
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL SnD,37,90.82328033,4,3,1,6,3,50,9,6,0,1400,5,2,849,0,47526.52734,,5,1,0,,,0,1,0,1.5
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL SnD,94,73.04483795,2,5,2,6,4,49,5,7,3,625,4,0,983,1,35052.68359,,0,0,0,,,0,0,0,0.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL SnD,99,95.80296326,3,3,1,8,6,64,7,4,3,700,6,0,808,101,51154.34766,,0,1,0,,,0,1,0,1.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,38,206.7505188,3,24,5,10,10,0,19,29,6,2950,13,6,2426,1,70967.97656,,,,,25,4,0,0,1,0.66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,70,149.3653717,5,15,6,10,7,0,18,21,10,4095,16,2,2438,29,55401.07813,,,,,132,9,0,0,4,0.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,111,207.7901764,4,19,7,15,20,71,18,26,9,3820,13,5,2051,54,73339.89063,,,,,52,12,0,0,2,0.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,229,192.9490509,4,16,6,11,9,20,19,22,8,3500,15,4,2325,0,72454.82813,,,,,60,6,0,0,3,0.86
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,38,108.1963959,4,7,0,11,5,65,9,8,2,1050,8,0,1197,0,62050.60938,,1,1,0,,,0,2,0,1.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,70,85.16007996,2,5,0,9,5,28,5,8,0,400,2,0,780,100,50508.69922,,2,0,0,,,0,1,0,0.63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,111,100.2500839,3,8,0,9,7,64,8,8,0,1000,8,0,982,0,54385.39453,,0,0,0,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,229,103.0296478,3,6,1,7,6,86,8,8,2,775,5,2,950,0,56858.27734,,0,0,0,,,0,2,0,1
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Control,38,186.4272308,5,22,6,11,20,0,20,28,3,2450,15,5,2595,2,74461.38281,4,,,,,,0,0,0,0.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Control,70,142.3542633,5,17,5,11,16,0,30,22,5,3725,22,8,3484,0,61184.01172,6,,,,,,0,0,0,1.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Control,111,193.1323853,3,24,7,22,22,0,19,31,6,2475,10,9,2691,37,77443.51563,3,,,,,,0,1,0,0.61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Control,229,169.5221863,7,12,12,16,19,0,22,24,11,3000,20,2,3104,28,66641.30469,2,,,,,,0,2,0,0.92
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,38,174.1378632,3,12,5,7,10,0,16,17,4,3335,10,6,1767,0,55459.96484,,,,,101,2,0,0,4,0.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,70,162.0133514,5,13,3,10,11,0,19,16,5,3240,13,6,2336,168,50664.74609,,,,,54,1,0,0,4,1.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,111,187.1327515,5,13,6,13,13,84,30,19,7,4220,21,9,3445,0,60665.16016,,,,,47,0,0,1,9,1.58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,229,176.6903229,5,16,6,15,16,37,19,22,11,3610,15,5,2616,1,50181.17188,,,,,62,7,0,0,3,0.86
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL SnD,38,108.1197205,3,2,1,6,7,67,7,5,4,1275,5,1,1177,0,56627.79297,,1,1,0,,,0,0,0,1.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL SnD,70,85.45123291,4,7,0,5,6,63,6,8,1,575,3,2,831,8,40774.17969,,0,0,0,,,0,2,0,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL SnD,111,73.56581116,1,6,1,8,7,50,3,8,1,750,2,1,518,0,39498.30859,,2,1,1,,,0,1,0,0.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL SnD,229,91.07434082,1,7,1,6,4,40,5,9,1,525,4,1,606,0,47023.14844,,0,0,0,,,0,3,0,0.56
team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
69,Los Angeles Thieves,LAT,9,Florida Mutineers,FLA,8650,1670718600,1664399845,1,3,9,69,19607,Breenbergh Hotel,CDL Hardpoint,250,189,69,9,38,Kenneth,Williams,Kenny,Breenbergh Hotel,CDL Hardpoint,38,179.223465,5,12,6,12,9,0,22,18,6,3495,18,4,2750,30,56753.21484,,,,,47,0,0,0,2,1.22
,,,,,,,,,,,,,19608,El Asilo,CDL SnD,5,6,9,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,19609,El Asilo,CDL Control,1,3,9,69,70,Sam,Larew,Octane,Breenbergh Hotel,CDL Hardpoint,70,159.157196,3,13,4,8,8,0,19,17,9,4015,15,4,2373,0,48398.75391,,,,,105,10,0,0,4,1.12
,,,,,,,,,,,,,19610,Embassy,CDL Hardpoint,194,250,9,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,19611,Embassy,CDL SnD,,,,,111,Dylan,Hannon,Envoy,Breenbergh Hotel,CDL Hardpoint,111,201.5458374,5,16,4,13,9,83,23,20,3,3200,17,6,2485,0,61207.35156,,,,,45,4,0,0,1,1.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,229,Zachary,Jordan,Drazah,Breenbergh Hotel,CDL Hardpoint,229,170.0074615,4,10,10,9,9,78,27,20,10,4885,22,5,2958,1,48948.78125,,,,,111,5,0,1,5,1.35
,,,,,,,,,,,,,,,,,,,,33,Michael,Szymaniak,majormaniak,El Asilo,CDL SnD,38,106.8746796,4,4,2,8,2,71,7,8,1,1150,5,1,938,0,56977.76563,,3,1,1,,,0,2,0,0.88
,,,,,,,,,,,,,,,,,,,,49,Carson,Newberry,Brack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL SnD,70,94.60851288,2,5,1,9,4,35,3,8,2,250,2,0,422,0,51092.53125,,0,0,0,,,0,1,0,0.38
,,,,,,,,,,,,,,,,,,,,117,Colt,McLendon,Havok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL SnD,111,104.3586426,5,6,1,7,6,93,9,8,2,925,5,3,1129,0,56311.64844,,1,0,0,,,0,1,0,1.13
,,,,,,,,,,,,,,,,,,,,530,Javier,Milagro,Vikul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL SnD,229,111.073082,2,5,2,10,5,69,8,8,1,800,6,1,1044,0,62126.16406,,1,0,0,,,0,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,38,227.7162476,3,15,5,16,11,0,21,20,6,2425,17,4,2630,12,85181.32813,1,,,,,,0,0,0,1.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,70,202.1890259,3,15,6,8,13,0,19,21,8,2500,13,6,2381,2,74065.27344,2,,,,,,0,0,0,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,111,237.4563751,4,16,8,16,15,106,18,24,9,2400,13,5,2576,0,90171.53906,3,,,,,,0,0,0,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,229,229.0145416,5,17,5,15,14,90,20,22,5,2575,16,4,2698,0,87214.34375,5,,,,,,0,2,0,0.91
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,38,201.0083466,4,24,5,16,13,0,22,29,7,3100,14,8,2350,99,72762.03906,,,,,15,4,0,0,6,0.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,70,185.8879852,5,17,12,10,8,0,20,29,11,4590,16,4,2768,4,60106.28906,,,,,89,9,0,0,2,0.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,111,208.0241241,2,23,8,14,17,94,21,31,12,4090,13,8,2994,88,72319.5625,,,,,69,8,0,0,4,0.68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,229,174.8378754,4,21,6,16,13,53,26,27,4,3350,16,10,2954,0,61770.85938,,,,,30,0,0,1,5,0.96
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,33,191.4666901,5,18,4,14,13,94,17,22,5,3265,14,3,2503,0,56032.52734,,,,,74,1,0,0,3,0.77
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,49,171.1804962,4,17,6,14,12,0,15,23,3,2605,7,8,2088,0,50504.875,,,,,63,7,0,0,4,0.65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,117,220.0083618,3,22,4,9,7,89,18,26,3,3350,11,7,2160,0,63766.29688,,,,,45,4,0,0,3,0.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,530,199.9636841,5,15,5,11,6,0,25,20,7,3785,19,6,3262,1,63208.0625,,,,,46,7,0,0,4,1.25
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL SnD,33,123.1170807,3,5,0,9,5,90,10,6,2,1500,8,2,1271,2,69768.25781,,0,2,0,,,0,2,0,1.67
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL SnD,49,104.174675,5,3,0,9,6,36,9,6,1,750,5,1,1095,0,60465.46484,,0,0,0,,,0,2,0,1.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL SnD,117,82.58841705,2,6,2,2,3,80,7,8,2,675,3,2,711,0,48087.71875,,0,0,0,,,0,1,0,0.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL SnD,530,97.20191193,2,4,3,7,7,73,6,7,4,1075,4,1,1059,12,55248.19141,,5,0,0,,,0,1,0,0.86
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,33,192.1773682,4,12,5,13,13,123,24,17,5,2825,18,6,3284,2,73458.79688,1,,,,,,0,0,0,1.41
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,49,193.6613464,4,12,3,14,12,0,15,15,5,1875,13,2,2153,0,79294.92969,5,,,,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,117,202.3384399,5,18,2,6,5,110,27,20,3,3075,18,9,2951,117,81348.57031,3,,,,,,0,1,0,1.35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,530,249.0384216,4,17,9,14,8,88,21,26,7,2375,14,7,2302,1,95514.625,4,,,,,,0,1,0,0.81
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,33,170.3698578,4,12,6,15,16,147,29,18,8,3950,22,7,2820,51,63677.42188,,,,,36,5,0,0,5,1.61
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,49,145.0493469,7,10,8,14,13,0,39,18,9,6575,33,6,3958,102,54978.24219,,,,,120,11,0,0,7,2.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,117,168.0265808,3,18,8,8,6,143,24,26,11,4755,15,9,2973,34,62307.625,,,,,83,3,0,0,5,0.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,530,185.3116913,3,19,8,16,13,0,24,27,13,4090,15,9,2938,0,61590.3125,,,,,49,1,0,0,6,0.89
team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
6,OpTic Texas,TX,69,Los Angeles Thieves,LAT,8653,1670799600,1664399845,1,3,69,6,19622,Breenbergh Hotel,CDL Hardpoint,250,204,6,69,42,Anthony,Cuevas-Castro,Shotzzy,Breenbergh Hotel,CDL Hardpoint,42,207.2284546,4,15,5,15,9,79,20,20,6,3880,16,4,2164,105,63642.89453,,,,,89,6,0,0,3,1
,,,,,,,,,,,,,19623,Al Bagra Fortress,CDL SnD,5,6,69,6,47,Indervir,Dhaliwal,iLLeY,Breenbergh Hotel,CDL Hardpoint,47,171.0838318,6,15,3,2,4,0,26,18,2,4165,21,5,2554,66,55390.52344,,,,,104,2,0,0,9,1.44
,,,,,,,,,,,,,19624,Breenbergh Hotel,CDL Control,2,3,69,6,98,Brandon,Otell,Dashy,Breenbergh Hotel,CDL Hardpoint,98,167.2189331,4,10,9,5,4,0,19,19,10,3795,14,5,2513,1,47182.02734,,,,,122,8,0,0,3,1
,,,,,,,,,,,,,19625,Embassy,CDL Hardpoint,116,250,69,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,19626,Breenbergh Hotel,CDL SnD,,,,,108,Seth,Abner,Scump,Breenbergh Hotel,CDL Hardpoint,108,188.5488129,5,12,6,10,7,118,24,18,7,3535,19,5,2736,0,55268.90234,,,,,36,2,0,1,1,1.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,38,Kenneth,Williams,Kenny,Al Bagra Fortress,CDL SnD,42,76.11079407,3,6,0,8,7,74,8,7,3,1125,6,0,870,3,31641.43945,,1,1,0,,,0,3,0,1.14
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,47,53.46565628,3,6,3,5,9,0,6,9,0,600,4,2,619,34,24458.11133,,0,0,0,,,0,4,0,0.67
,,,,,,,,,,,,,,,,,,,,70,Sam,Larew,Octane,Al Bagra Fortress,CDL SnD,98,119.3952103,4,3,0,8,6,30,9,6,4,900,7,0,1373,0,47751.48438,,0,0,0,,,0,1,0,1.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,111,Dylan,Hannon,Envoy,Al Bagra Fortress,CDL SnD,108,97.38459015,3,3,1,8,4,16,5,6,3,600,4,0,881,1,38913.52344,,1,0,0,,,0,0,0,0.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,229,Zachary,Jordan,Drazah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,42,216.202713,5,23,10,12,16,162,29,33,8,3875,18,11,3288,1,107671.7969,7,,,,,,0,0,0,0.88
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,47,176.5669861,3,19,10,6,9,142,25,29,8,3450,16,9,3196,80,89101.00781,7,,,,,,0,1,0,0.86
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,98,160.8602905,5,11,14,10,9,0,29,25,14,4000,23,6,3931,1,81473.29688,4,,,,,,0,2,0,1.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,108,187.8999939,4,24,7,21,17,141,33,31,7,3700,20,12,3803,1,90852.75,0,,,,,,0,0,0,1.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,42,null,0,null,null,null,null,null,14,28,6,null,8,6,1986,null,null,,,,,10,1,0,0,4,0.5
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,47,null,0,null,null,null,null,null,21,20,4,null,10,11,2492,null,null,,,,,2,0,0,1,3,1.05
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,98,null,0,null,null,null,null,null,23,17,6,null,14,9,2850,null,null,,,,,62,6,0,0,3,1.35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,108,null,0,null,null,null,null,null,17,21,4,null,9,8,2081,null,null,,,,,4,2,0,0,5,0.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,38,215.8624115,5,17,7,12,5,0,17,24,4,2455,11,6,2064,55,64139.17969,,,,,23,4,0,0,4,0.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,70,171.845047,2,15,6,7,7,0,13,22,6,3020,9,4,1957,99,48875.81641,,,,,107,7,0,0,1,0.59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,111,204.2418671,5,19,4,15,15,74,24,23,9,3215,17,7,2965,0,63668.1875,,,,,14,2,0,0,6,1.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,229,198.7080383,6,19,2,10,8,84,21,22,6,3785,15,6,2434,131,59210.74609,,,,,76,3,0,0,4,0.95
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,38,101.2204056,3,5,0,10,9,23,4,6,3,1000,2,1,772,1,41089.88672,,4,1,0,,,0,0,0,0.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,70,76.31127167,2,5,1,10,5,15,8,9,2,775,4,3,939,0,30434.0957,,0,0,0,,,0,2,0,0.89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,111,102.4481201,6,5,1,11,9,25,10,6,1,750,6,0,1160,1,39806.98828,,0,0,0,,,0,0,0,1.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,229,80.28153229,3,6,0,10,8,5,6,7,2,600,6,0,691,34,29248.75586,,0,0,0,,,0,1,0,0.86
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,38,207.2299194,4,19,14,23,17,0,28,33,11,3425,14,14,3503,1,108328.4375,4,,,,,,0,0,0,0.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,70,184.9073334,3,17,11,9,17,0,23,29,12,3625,17,6,3143,57,93411.09375,10,,,,,,0,1,0,0.79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,111,217.5340881,3,23,5,21,26,119,33,28,10,4075,22,11,4197,1,113942.3438,4,,,,,,0,1,0,1.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,229,194.7976074,7,18,8,21,15,75,34,26,13,4500,24,10,4173,32,96823.01563,6,,,,,,0,0,0,1.31
